BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG
650,03,16B,06,650,03,10B,4,226500022,TAICHI BUBBLE TEA,6250,"COLUMBIA CROSSING CIRCLE
STE D",COLUMBIA,21045,08/20/2022,$240.00,$0.00
650,03,16B,07,650,02,13B,4,216500027,KUNG FU TEA ,9210,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,08/06/2021,$160.40,$160.40
650,03,17B,02,650,03,17B,1,206500012,ROMILOS,478A,RITCHIE HIGHWAY,SEVERNA PARK ,21146,10/21/2020,$305.43,$0.00
650,03,17B,05,650,02,15B,7,186500007,SIROO & JUK STORY,10176,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,03/07/2018,$266.78,$0.00
650,03,17B,07,650,03,16B,3,65094262,SAKURA OF GLEN BURNIE,34,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,12/05/2000,$619.38,$301.75
650,03,17B,08,650,03,16B,4,166500126,GENERAL HOUSE,60,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,03/10/2016,$230.00,$0.00
650,03,18B,02,650,02,13B,3,226500028,BBQ CHICKEN,8801,"BALTIMORE NATIONAL PIKE,  K",ELLICOTT CITY,21043,10/03/2022,$268.18,$0.00
650,03,18B,03,650,01,15B,8,206500007,FAYETTE HOUSE ,15,SOUTH FULTON AVENUE,BALTIMORE,21217,05/04/2020,$239.00,$0.00
650,03,18B,04,650,03,06B,5,650514,TEN OAKS TAVERN,3900,TEN OAKS ROAD,GLENELG,21737,10/27/2008,$391.07,$0.00
650,03,18B,05,650,03,05B,2,226500002,DANDELION BAKERY,7556,WEST MAIN STREET,SYKESVILLE,21784-7313,01/28/2022,$289.43,$20.17
650,03,18B,06,650,02,13B,1,65062066,LEDO PIZZA OF ELLICOTT CITY,8480,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,11/18/2002,$468.97,$143.58
650,03,19B,02,650,03,05B,1,650362,AMANTE PIZZA & PASTA,21,LIBERTY ROAD,SYKESVILLE,21784-8633,08/17/2006,$370.45,$0.00
650,03,19B,03,650,03,04B,6,166500009,G.L. SHACKS ELDERSBURG,1207,LIBERTY ROAD,ELDERSBURG,21784,01/15/2016,$404.95,$163.47
650,03,19B,04,650,03,04B,5,166500207,LOS AZTECAS,1213,LIBERTY ROAD,SYKESVILLE,21784,05/02/2016,$629.95,$0.00
650,03,19B,05,650,03,03B,8,650464,JY TOKYO MARKET,1437,LIBERTY LAKE DRIVE,ELDERSBURG,21784,02/13/2008,$264.33,$0.00
650,03,19B,06,650,03,04B,2,166500203,CHINA DRAGON,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,04/12/2016,$215.00,$0.00
650,03,19B,07,650,03,04B,1,166500218,NORA'S KABOB ELDERSBURG,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,06/29/2016,$324.60,$63.13
650,03,19B,08,650,03,04B,8,216500018,KATANA SUSHI - ELDERSBURG,5959,EXCHANGE DRIVE,ELDERSBURG,21784-9255,05/26/2021,$270.40,$45.40
650,03,19B,09,650,03,04B,7,226500011,KINARA INDIAN CUISINE & BAR,5957,EXCHANGE DR,ELDERSBURG,21784,06/13/2022,$411.55,$0.00
650,03,19B,10,650,03,04B,3,236500013,TAICHI BUBBLE TEA,6300,"GEORGETOWN BLVD, STE 106",ELDERSBURG,21784,05/10/2023,$246.00,$0.00
,,,,,,,,,,,,,,,,
